disease,resistance_gene_count,temperature,humidity,soil_moisture,light,risk_level,risk_score
Fusarium Wilt,0,23.7,32.5,44.6,612.3,LOW,25.0
Early Blight,1,35.2,78.3,67.5,323.0,LOW,35.0
Late Blight,0,35.2,78.3,67.5,323.0,LOW,10.0
Fusarium Wilt,1,35.2,78.3,67.5,323.0,MEDIUM,40.0
Early Blight,0,33.6,97.7,13.5,719.5,LOW,25.0
Late Blight,0,33.6,97.7,13.5,719.5,LOW,10.0
Fusarium Wilt,0,33.6,97.7,13.5,719.5,LOW,15.0
Early Blight,0,32.1,49.5,17.1,504.0,LOW,12.0
Late Blight,1,32.1,49.5,17.1,504.0,LOW,20.0
Fusarium Wilt,0,32.1,49.5,17.1,504.0,LOW,15.0
Early Blight,0,27.4,51.8,61.1,547.7,LOW,25.0
Late Blight,1,27.4,51.8,61.1,547.7,LOW,10.0
Fusarium Wilt,1,27.4,51.8,61.1,547.7,MEDIUM,40.0
Early Blight,0,30.5,90.5,64.1,548.6,MEDIUM,42.0
Late Blight,2,30.5,90.5,64.1,548.6,LOW,10.0
Fusarium Wilt,1,30.5,90.5,64.1,548.6,MEDIUM,40.0
Early Blight,0,29.8,60.7,53.1,848.4,LOW,25.0
Late Blight,1,29.8,60.7,53.1,848.4,LOW,10.0
Fusarium Wilt,1,29.8,60.7,53.1,848.4,MEDIUM,40.0
Early Blight,0,22.9,73.0,69.6,1036.2,LOW,25.0
Late Blight,0,22.9,73.0,69.6,1036.2,LOW,25.0
Fusarium Wilt,1,22.9,73.0,69.6,1036.2,LOW,25.0
Early Blight,0,33.9,89.9,89.2,698.4,LOW,25.0
Late Blight,1,33.9,89.9,89.2,698.4,LOW,20.0
Fusarium Wilt,0,33.9,89.9,89.2,698.4,LOW,25.0
Early Blight,1,32.0,76.5,73.0,638.1,MEDIUM,52.0
Late Blight,1,32.0,76.5,73.0,638.1,LOW,20.0
Fusarium Wilt,0,32.0,76.5,73.0,638.1,LOW,25.0
Early Blight,0,33.8,44.9,38.1,548.8,LOW,12.0
Late Blight,1,33.8,44.9,38.1,548.8,LOW,10.0
Fusarium Wilt,1,33.8,44.9,38.1,548.8,LOW,25.0
Early Blight,0,35.6,42.8,10.0,973.0,LOW,12.0
Late Blight,2,35.6,42.8,10.0,973.0,LOW,10.0
Fusarium Wilt,1,35.6,42.8,10.0,973.0,LOW,15.0
Early Blight,1,20.6,57.6,76.0,696.2,LOW,35.0
Late Blight,1,20.6,57.6,76.0,696.2,LOW,20.0
Fusarium Wilt,2,20.6,57.6,76.0,696.2,LOW,25.0
Early Blight,0,19.3,82.8,15.7,378.8,LOW,25.0
Late Blight,2,19.3,82.8,15.7,378.8,MEDIUM,45.0
Fusarium Wilt,1,19.3,82.8,15.7,378.8,LOW,15.0
Early Blight,0,21.9,56.4,26.7,571.4,LOW,25.0
Late Blight,1,21.9,56.4,26.7,571.4,LOW,10.0
Fusarium Wilt,2,21.9,56.4,26.7,571.4,LOW,25.0
Early Blight,0,15.7,51.7,12.5,870.7,LOW,25.0
Late Blight,1,15.7,51.7,12.5,870.7,LOW,10.0
Fusarium Wilt,1,15.7,51.7,12.5,870.7,LOW,15.0
Early Blight,1,29.3,53.9,87.7,639.3,LOW,35.0
Late Blight,2,29.3,53.9,87.7,639.3,LOW,10.0
Fusarium Wilt,1,29.3,53.9,87.7,639.3,LOW,25.0
Early Blight,0,27.5,35.6,67.9,887.2,LOW,12.0
Late Blight,1,27.5,35.6,67.9,887.2,LOW,10.0
Fusarium Wilt,1,27.5,35.6,67.9,887.2,MEDIUM,40.0
Early Blight,1,15.8,51.1,72.2,1040.1,LOW,35.0
Late Blight,2,15.8,51.1,72.2,1040.1,LOW,10.0
Fusarium Wilt,1,15.8,51.1,72.2,1040.1,LOW,25.0
Early Blight,1,33.0,93.6,45.6,652.3,LOW,35.0
Late Blight,1,33.0,93.6,45.6,652.3,LOW,20.0
Fusarium Wilt,0,33.0,93.6,45.6,652.3,MEDIUM,40.0
Early Blight,0,16.1,69.8,65.9,640.2,LOW,25.0
Late Blight,2,16.1,69.8,65.9,640.2,LOW,25.0
Fusarium Wilt,2,16.1,69.8,65.9,640.2,LOW,25.0
Early Blight,1,17.5,40.5,77.0,319.0,LOW,22.0
Late Blight,1,17.5,40.5,77.0,319.0,LOW,10.0
Fusarium Wilt,0,17.5,40.5,77.0,319.0,LOW,25.0
Early Blight,0,32.8,33.0,24.6,474.1,LOW,12.0
Late Blight,1,32.8,33.0,24.6,474.1,LOW,20.0
Fusarium Wilt,1,32.8,33.0,24.6,474.1,LOW,15.0
Early Blight,0,36.0,36.9,21.1,914.4,LOW,12.0
Late Blight,1,36.0,36.9,21.1,914.4,LOW,20.0
Fusarium Wilt,1,36.0,36.9,21.1,914.4,LOW,15.0
Early Blight,1,15.5,65.7,65.5,798.3,LOW,35.0
Late Blight,2,15.5,65.7,65.5,798.3,LOW,25.0
Fusarium Wilt,1,15.5,65.7,65.5,798.3,LOW,25.0
Early Blight,1,16.5,47.9,85.9,493.4,LOW,22.0
Late Blight,0,16.5,47.9,85.9,493.4,LOW,10.0
Fusarium Wilt,1,16.5,47.9,85.9,493.4,LOW,25.0
Early Blight,0,18.7,68.8,63.2,590.7,LOW,25.0
Late Blight,2,18.7,68.8,63.2,590.7,LOW,25.0
Fusarium Wilt,1,18.7,68.8,63.2,590.7,LOW,25.0
Early Blight,1,19.3,58.1,54.8,355.5,LOW,35.0
Late Blight,1,19.3,58.1,54.8,355.5,LOW,10.0
Fusarium Wilt,2,19.3,58.1,54.8,355.5,LOW,25.0
Early Blight,1,33.1,37.7,63.3,744.1,LOW,22.0
Late Blight,1,33.1,37.7,63.3,744.1,LOW,20.0
Fusarium Wilt,0,33.1,37.7,63.3,744.1,MEDIUM,40.0
Early Blight,1,33.4,42.8,48.0,626.6,LOW,22.0
Late Blight,1,33.4,42.8,48.0,626.6,LOW,10.0
Fusarium Wilt,0,33.4,42.8,48.0,626.6,MEDIUM,40.0
Early Blight,1,18.4,38.6,50.8,1047.3,LOW,22.0
Late Blight,0,18.4,38.6,50.8,1047.3,LOW,10.0
Fusarium Wilt,1,18.4,38.6,50.8,1047.3,LOW,25.0
Early Blight,1,32.3,87.1,38.9,347.9,LOW,35.0
Late Blight,2,32.3,87.1,38.9,347.9,LOW,10.0
Fusarium Wilt,0,32.3,87.1,38.9,347.9,LOW,25.0
Early Blight,0,15.6,75.7,84.5,529.9,LOW,25.0
Late Blight,0,15.6,75.7,84.5,529.9,LOW,25.0
Fusarium Wilt,1,15.6,75.7,84.5,529.9,LOW,25.0
Early Blight,1,33.2,90.4,61.7,931.0,LOW,35.0
Late Blight,1,33.2,90.4,61.7,931.0,LOW,20.0
Fusarium Wilt,1,33.2,90.4,61.7,931.0,MEDIUM,40.0
Early Blight,1,15.7,34.5,16.8,1080.8,LOW,22.0
Late Blight,1,15.7,34.5,16.8,1080.8,LOW,20.0
Fusarium Wilt,2,15.7,34.5,16.8,1080.8,LOW,15.0
Early Blight,1,33.6,92.4,34.3,688.8,LOW,35.0
Late Blight,1,33.6,92.4,34.3,688.8,LOW,10.0
Fusarium Wilt,1,33.6,92.4,34.3,688.8,LOW,25.0
Early Blight,0,35.0,76.8,65.6,1115.8,LOW,25.0
Late Blight,0,35.0,76.8,65.6,1115.8,LOW,10.0
Fusarium Wilt,2,35.0,76.8,65.6,1115.8,MEDIUM,40.0
Early Blight,1,26.3,53.3,51.4,794.5,LOW,35.0
Late Blight,2,26.3,53.3,51.4,794.5,LOW,10.0
Fusarium Wilt,1,26.3,53.3,51.4,794.5,MEDIUM,40.0
Early Blight,1,22.2,91.6,82.6,722.6,LOW,35.0
Late Blight,1,22.2,91.6,82.6,722.6,MEDIUM,45.0
Fusarium Wilt,1,22.2,91.6,82.6,722.6,LOW,25.0
Early Blight,0,21.1,58.8,62.7,945.1,LOW,25.0
Late Blight,1,21.1,58.8,62.7,945.1,LOW,10.0
Fusarium Wilt,1,21.1,58.8,62.7,945.1,LOW,25.0
Early Blight,0,23.3,66.9,35.7,977.8,LOW,25.0
Late Blight,1,23.3,66.9,35.7,977.8,LOW,25.0
Fusarium Wilt,0,23.3,66.9,35.7,977.8,LOW,25.0
Early Blight,0,19.7,83.7,76.4,301.4,LOW,25.0
Late Blight,2,19.7,83.7,76.4,301.4,MEDIUM,45.0
Fusarium Wilt,2,19.7,83.7,76.4,301.4,LOW,25.0
Early Blight,1,28.1,66.5,21.7,766.6,LOW,35.0
Late Blight,0,28.1,66.5,21.7,766.6,LOW,10.0
Fusarium Wilt,1,28.1,66.5,21.7,766.6,LOW,15.0
Early Blight,0,19.3,93.5,84.2,600.2,LOW,25.0
Late Blight,1,19.3,93.5,84.2,600.2,MEDIUM,55.0
Fusarium Wilt,1,19.3,93.5,84.2,600.2,LOW,25.0
Early Blight,1,16.2,59.1,88.5,754.8,LOW,35.0
Late Blight,2,16.2,59.1,88.5,754.8,LOW,10.0
Fusarium Wilt,2,16.2,59.1,88.5,754.8,LOW,25.0
Early Blight,0,33.4,33.7,77.8,405.1,LOW,12.0
Late Blight,1,33.4,33.7,77.8,405.1,LOW,10.0
Fusarium Wilt,0,33.4,33.7,77.8,405.1,LOW,25.0
Early Blight,1,19.7,90.6,55.3,110.8,LOW,35.0
Late Blight,1,19.7,90.6,55.3,110.8,MEDIUM,55.0
Fusarium Wilt,2,19.7,90.6,55.3,110.8,LOW,25.0
Early Blight,0,29.2,68.8,31.3,707.9,LOW,25.0
Late Blight,1,29.2,68.8,31.3,707.9,LOW,10.0
Fusarium Wilt,2,29.2,68.8,31.3,707.9,LOW,25.0
Early Blight,0,33.5,86.1,26.3,777.9,LOW,25.0
Late Blight,1,33.5,86.1,26.3,777.9,LOW,10.0
Fusarium Wilt,1,33.5,86.1,26.3,777.9,LOW,25.0
Early Blight,1,26.2,36.5,77.6,343.1,LOW,22.0
Late Blight,2,26.2,36.5,77.6,343.1,LOW,10.0
Fusarium Wilt,2,26.2,36.5,77.6,343.1,LOW,25.0
Early Blight,1,20.5,51.0,56.4,759.7,LOW,35.0
Late Blight,2,20.5,51.0,56.4,759.7,LOW,10.0
Fusarium Wilt,1,20.5,51.0,56.4,759.7,LOW,25.0
Early Blight,1,25.2,80.3,40.8,776.6,MEDIUM,52.0
Late Blight,1,25.2,80.3,40.8,776.6,LOW,35.0
Fusarium Wilt,1,25.2,80.3,40.8,776.6,MEDIUM,40.0
Early Blight,0,33.2,65.6,35.8,648.9,LOW,25.0
Late Blight,0,33.2,65.6,35.8,648.9,LOW,10.0
Fusarium Wilt,1,33.2,65.6,35.8,648.9,LOW,25.0
Early Blight,1,28.8,77.5,40.2,966.9,MEDIUM,52.0
Late Blight,2,28.8,77.5,40.2,966.9,LOW,10.0
Fusarium Wilt,2,28.8,77.5,40.2,966.9,MEDIUM,40.0
Early Blight,0,20.3,70.8,47.6,126.7,LOW,25.0
Late Blight,1,20.3,70.8,47.6,126.7,LOW,25.0
Fusarium Wilt,1,20.3,70.8,47.6,126.7,LOW,25.0
Early Blight,0,23.9,53.5,40.5,640.1,LOW,25.0
Late Blight,1,23.9,53.5,40.5,640.1,LOW,20.0
Fusarium Wilt,2,23.9,53.5,40.5,640.1,LOW,25.0
Early Blight,0,23.4,97.8,48.3,285.4,LOW,25.0
Late Blight,0,23.4,97.8,48.3,285.4,MEDIUM,45.0
Fusarium Wilt,0,23.4,97.8,48.3,285.4,LOW,25.0
Early Blight,0,37.5,54.8,70.9,199.0,LOW,25.0
Late Blight,1,37.5,54.8,70.9,199.0,LOW,10.0
Fusarium Wilt,2,37.5,54.8,70.9,199.0,LOW,25.0
Early Blight,1,36.4,60.8,33.5,1044.4,LOW,35.0
Late Blight,1,36.4,60.8,33.5,1044.4,LOW,20.0
Fusarium Wilt,1,36.4,60.8,33.5,1044.4,LOW,25.0
Early Blight,0,20.3,36.3,14.2,820.1,LOW,12.0
Late Blight,0,20.3,36.3,14.2,820.1,LOW,10.0
Fusarium Wilt,1,20.3,36.3,14.2,820.1,LOW,15.0
Early Blight,1,36.7,90.9,28.9,988.5,LOW,35.0
Late Blight,1,36.7,90.9,28.9,988.5,LOW,20.0
Fusarium Wilt,1,36.7,90.9,28.9,988.5,LOW,25.0
Early Blight,0,19.1,38.4,47.0,936.9,LOW,12.0
Late Blight,1,19.1,38.4,47.0,936.9,LOW,10.0
Fusarium Wilt,2,19.1,38.4,47.0,936.9,LOW,25.0
Early Blight,0,34.7,82.1,51.1,122.8,LOW,25.0
Late Blight,2,34.7,82.1,51.1,122.8,LOW,10.0
Fusarium Wilt,2,34.7,82.1,51.1,122.8,MEDIUM,40.0
Early Blight,1,18.0,88.6,76.7,731.3,LOW,35.0
Late Blight,2,18.0,88.6,76.7,731.3,MEDIUM,45.0
Fusarium Wilt,2,18.0,88.6,76.7,731.3,LOW,25.0
Early Blight,1,29.7,81.3,15.4,515.2,MEDIUM,52.0
Late Blight,1,29.7,81.3,15.4,515.2,LOW,10.0
Fusarium Wilt,1,29.7,81.3,15.4,515.2,LOW,15.0
Early Blight,0,27.5,57.5,52.0,1158.3,LOW,25.0
Late Blight,1,27.5,57.5,52.0,1158.3,LOW,10.0
Fusarium Wilt,0,27.5,57.5,52.0,1158.3,MEDIUM,40.0
Early Blight,1,32.3,65.6,42.6,653.5,LOW,35.0
Late Blight,1,32.3,65.6,42.6,653.5,LOW,20.0
Fusarium Wilt,1,32.3,65.6,42.6,653.5,MEDIUM,40.0
Early Blight,1,21.9,71.1,43.0,513.5,LOW,35.0
Late Blight,2,21.9,71.1,43.0,513.5,LOW,25.0
Fusarium Wilt,2,21.9,71.1,43.0,513.5,LOW,25.0
Early Blight,0,29.7,40.0,79.2,969.6,LOW,12.0
Late Blight,1,29.7,40.0,79.2,969.6,LOW,20.0
Fusarium Wilt,2,29.7,40.0,79.2,969.6,LOW,25.0
Early Blight,1,20.2,59.9,48.9,613.0,LOW,35.0
Late Blight,1,20.2,59.9,48.9,613.0,LOW,20.0
Fusarium Wilt,2,20.2,59.9,48.9,613.0,LOW,25.0
Early Blight,1,36.8,91.0,83.8,425.0,LOW,35.0
Late Blight,2,36.8,91.0,83.8,425.0,LOW,10.0
Fusarium Wilt,1,36.8,91.0,83.8,425.0,LOW,25.0
Early Blight,0,28.8,54.1,51.0,624.8,LOW,25.0
Late Blight,1,28.8,54.1,51.0,624.8,LOW,20.0
Fusarium Wilt,2,28.8,54.1,51.0,624.8,MEDIUM,40.0
Early Blight,0,36.2,41.3,89.4,260.5,LOW,12.0
Late Blight,2,36.2,41.3,89.4,260.5,LOW,10.0
Fusarium Wilt,1,36.2,41.3,89.4,260.5,LOW,25.0
Early Blight,0,15.6,57.4,73.9,606.3,LOW,25.0
Late Blight,2,15.6,57.4,73.9,606.3,LOW,10.0
Fusarium Wilt,1,15.6,57.4,73.9,606.3,LOW,25.0
Early Blight,0,25.1,63.2,71.1,139.8,LOW,25.0
Late Blight,0,25.1,63.2,71.1,139.8,LOW,25.0
Fusarium Wilt,1,25.1,63.2,71.1,139.8,LOW,25.0
Early Blight,0,36.5,55.7,62.8,583.8,LOW,25.0
Late Blight,2,36.5,55.7,62.8,583.8,LOW,10.0
Fusarium Wilt,1,36.5,55.7,62.8,583.8,MEDIUM,40.0
Early Blight,0,23.8,56.8,13.4,433.2,LOW,25.0
Late Blight,1,23.8,56.8,13.4,433.2,LOW,10.0
Fusarium Wilt,1,23.8,56.8,13.4,433.2,LOW,15.0
Early Blight,1,18.5,67.2,30.4,1107.7,LOW,35.0
Late Blight,1,18.5,67.2,30.4,1107.7,LOW,25.0
Fusarium Wilt,2,18.5,67.2,30.4,1107.7,LOW,25.0
Early Blight,1,16.5,61.8,88.5,1117.3,LOW,35.0
Late Blight,2,16.5,61.8,88.5,1117.3,LOW,25.0
Fusarium Wilt,0,16.5,61.8,88.5,1117.3,LOW,25.0
Early Blight,0,37.5,87.8,86.5,383.9,LOW,25.0
Late Blight,0,37.5,87.8,86.5,383.9,LOW,10.0
Fusarium Wilt,1,37.5,87.8,86.5,383.9,LOW,25.0
Early Blight,0,27.1,75.4,76.8,748.8,MEDIUM,42.0
Late Blight,0,27.1,75.4,76.8,748.8,LOW,25.0
Fusarium Wilt,1,27.1,75.4,76.8,748.8,LOW,25.0
Early Blight,0,25.0,48.5,85.2,430.6,LOW,12.0
Late Blight,1,25.0,48.5,85.2,430.6,LOW,20.0
Fusarium Wilt,0,25.0,48.5,85.2,430.6,LOW,25.0
Early Blight,1,20.9,86.0,54.4,1028.9,LOW,35.0
Late Blight,1,20.9,86.0,54.4,1028.9,MEDIUM,55.0
Fusarium Wilt,2,20.9,86.0,54.4,1028.9,LOW,25.0
Early Blight,1,27.5,54.7,69.4,561.2,LOW,35.0
Late Blight,2,27.5,54.7,69.4,561.2,LOW,10.0
Fusarium Wilt,1,27.5,54.7,69.4,561.2,MEDIUM,40.0
Early Blight,0,16.5,51.3,81.1,579.2,LOW,25.0
Late Blight,2,16.5,51.3,81.1,579.2,LOW,10.0
Fusarium Wilt,1,16.5,51.3,81.1,579.2,LOW,25.0
Early Blight,0,17.7,46.0,80.3,641.0,LOW,12.0
Late Blight,1,17.7,46.0,80.3,641.0,LOW,20.0
Fusarium Wilt,1,17.7,46.0,80.3,641.0,LOW,25.0
Early Blight,1,29.0,41.2,22.7,459.9,LOW,22.0
Late Blight,2,29.0,41.2,22.7,459.9,LOW,10.0
Fusarium Wilt,1,29.0,41.2,22.7,459.9,LOW,15.0
Early Blight,0,27.4,63.5,17.4,1167.1,LOW,25.0
Late Blight,0,27.4,63.5,17.4,1167.1,LOW,25.0
Fusarium Wilt,2,27.4,63.5,17.4,1167.1,LOW,15.0
Early Blight,0,18.1,96.9,39.3,854.2,LOW,25.0
Late Blight,1,18.1,96.9,39.3,854.2,MEDIUM,45.0
Fusarium Wilt,1,18.1,96.9,39.3,854.2,LOW,25.0
Early Blight,0,22.6,32.6,56.6,1187.0,LOW,12.0
Late Blight,1,22.6,32.6,56.6,1187.0,LOW,20.0
Fusarium Wilt,2,22.6,32.6,56.6,1187.0,LOW,25.0
Early Blight,0,37.9,37.3,57.5,777.0,LOW,12.0
Late Blight,1,37.9,37.3,57.5,777.0,LOW,20.0
Fusarium Wilt,1,37.9,37.3,57.5,777.0,MEDIUM,40.0
Early Blight,0,21.0,73.8,66.0,205.7,LOW,25.0
Late Blight,1,21.0,73.8,66.0,205.7,LOW,35.0
Fusarium Wilt,0,21.0,73.8,66.0,205.7,LOW,25.0
Early Blight,1,31.0,85.1,38.7,659.8,MEDIUM,52.0
Late Blight,1,31.0,85.1,38.7,659.8,LOW,20.0
Fusarium Wilt,1,31.0,85.1,38.7,659.8,LOW,25.0
Early Blight,1,37.6,51.0,36.1,364.7,LOW,35.0
Late Blight,2,37.6,51.0,36.1,364.7,LOW,10.0
Fusarium Wilt,1,37.6,51.0,36.1,364.7,LOW,25.0
Early Blight,0,17.5,60.5,21.9,180.8,LOW,25.0
Late Blight,0,17.5,60.5,21.9,180.8,LOW,25.0
Fusarium Wilt,1,17.5,60.5,21.9,180.8,LOW,15.0
Early Blight,0,17.8,73.8,85.4,707.3,LOW,25.0
Late Blight,1,17.8,73.8,85.4,707.3,LOW,35.0
Fusarium Wilt,2,17.8,73.8,85.4,707.3,LOW,25.0
Early Blight,0,18.6,43.0,15.3,134.5,LOW,12.0
Late Blight,2,18.6,43.0,15.3,134.5,LOW,10.0
Fusarium Wilt,1,18.6,43.0,15.3,134.5,LOW,15.0
Early Blight,1,24.1,78.2,35.9,246.2,MEDIUM,52.0
Late Blight,1,24.1,78.2,35.9,246.2,LOW,35.0
Fusarium Wilt,1,24.1,78.2,35.9,246.2,LOW,25.0
Early Blight,0,28.0,77.6,10.6,961.5,MEDIUM,42.0
Late Blight,2,28.0,77.6,10.6,961.5,LOW,25.0
Fusarium Wilt,1,28.0,77.6,10.6,961.5,LOW,15.0
Early Blight,0,35.3,46.3,58.3,1152.8,LOW,12.0
Late Blight,1,35.3,46.3,58.3,1152.8,LOW,20.0
Fusarium Wilt,0,35.3,46.3,58.3,1152.8,MEDIUM,40.0
Early Blight,1,31.4,84.4,39.8,103.0,MEDIUM,52.0
Late Blight,0,31.4,84.4,39.8,103.0,LOW,10.0
Fusarium Wilt,2,31.4,84.4,39.8,103.0,LOW,25.0
Early Blight,0,30.1,80.1,50.4,684.0,MEDIUM,42.0
Late Blight,0,30.1,80.1,50.4,684.0,LOW,10.0
Fusarium Wilt,1,30.1,80.1,50.4,684.0,MEDIUM,40.0
Early Blight,0,36.8,84.4,46.4,891.0,LOW,25.0
Late Blight,0,36.8,84.4,46.4,891.0,LOW,10.0
Fusarium Wilt,2,36.8,84.4,46.4,891.0,MEDIUM,40.0
Early Blight,0,24.4,72.6,73.3,622.0,MEDIUM,42.0
Late Blight,0,24.4,72.6,73.3,622.0,LOW,25.0
Fusarium Wilt,1,24.4,72.6,73.3,622.0,LOW,25.0
Early Blight,0,22.2,70.2,45.9,430.3,LOW,25.0
Late Blight,2,22.2,70.2,45.9,430.3,LOW,25.0
Fusarium Wilt,1,22.2,70.2,45.9,430.3,LOW,25.0
Early Blight,1,21.1,66.1,13.2,1147.2,LOW,35.0
Late Blight,2,21.1,66.1,13.2,1147.2,LOW,25.0
Fusarium Wilt,0,21.1,66.1,13.2,1147.2,LOW,15.0
Early Blight,0,21.3,85.4,53.7,558.4,LOW,25.0
Late Blight,0,21.3,85.4,53.7,558.4,MEDIUM,45.0
Fusarium Wilt,1,21.3,85.4,53.7,558.4,LOW,25.0
Early Blight,0,28.8,33.5,89.1,334.8,LOW,12.0
Late Blight,2,28.8,33.5,89.1,334.8,LOW,10.0
Fusarium Wilt,1,28.8,33.5,89.1,334.8,LOW,25.0
Early Blight,0,27.9,52.3,53.6,320.3,LOW,25.0
Late Blight,1,27.9,52.3,53.6,320.3,LOW,10.0
Fusarium Wilt,1,27.9,52.3,53.6,320.3,MEDIUM,40.0
Early Blight,0,18.0,81.0,30.7,823.2,LOW,25.0
Late Blight,1,18.0,81.0,30.7,823.2,MEDIUM,45.0
Fusarium Wilt,2,18.0,81.0,30.7,823.2,LOW,25.0
Early Blight,0,17.2,93.4,34.8,696.6,LOW,25.0
Late Blight,1,17.2,93.4,34.8,696.6,MEDIUM,45.0
Fusarium Wilt,0,17.2,93.4,34.8,696.6,LOW,25.0
Early Blight,0,15.1,46.3,72.3,973.9,LOW,12.0
Late Blight,1,15.1,46.3,72.3,973.9,LOW,20.0
Fusarium Wilt,2,15.1,46.3,72.3,973.9,LOW,25.0
Early Blight,0,32.6,83.0,47.2,234.3,LOW,25.0
Late Blight,2,32.6,83.0,47.2,234.3,LOW,10.0
Fusarium Wilt,1,32.6,83.0,47.2,234.3,MEDIUM,40.0
Early Blight,0,23.9,42.9,85.6,897.8,LOW,12.0
Late Blight,0,23.9,42.9,85.6,897.8,LOW,10.0
Fusarium Wilt,0,23.9,42.9,85.6,897.8,LOW,25.0
Early Blight,1,18.7,53.3,51.8,858.5,LOW,35.0
Late Blight,0,18.7,53.3,51.8,858.5,LOW,10.0
Fusarium Wilt,2,18.7,53.3,51.8,858.5,LOW,25.0
Early Blight,0,24.0,81.5,18.3,663.7,MEDIUM,42.0
Late Blight,2,24.0,81.5,18.3,663.7,MEDIUM,45.0
Fusarium Wilt,0,24.0,81.5,18.3,663.7,LOW,15.0
Early Blight,0,32.2,34.5,89.4,349.4,LOW,12.0
Late Blight,1,32.2,34.5,89.4,349.4,LOW,20.0
Fusarium Wilt,1,32.2,34.5,89.4,349.4,LOW,25.0
Early Blight,1,29.8,43.5,13.4,598.2,LOW,22.0
Late Blight,1,29.8,43.5,13.4,598.2,LOW,10.0
Fusarium Wilt,0,29.8,43.5,13.4,598.2,LOW,15.0
Early Blight,1,24.6,87.0,87.6,1048.2,MEDIUM,52.0
Late Blight,0,24.6,87.0,87.6,1048.2,LOW,25.0
Fusarium Wilt,1,24.6,87.0,87.6,1048.2,LOW,25.0
Early Blight,1,18.1,63.6,89.7,898.5,LOW,35.0
Late Blight,1,18.1,63.6,89.7,898.5,LOW,35.0
Fusarium Wilt,1,18.1,63.6,89.7,898.5,LOW,25.0
Early Blight,1,22.2,85.9,33.5,1044.5,LOW,35.0
Late Blight,1,22.2,85.9,33.5,1044.5,MEDIUM,45.0
Fusarium Wilt,2,22.2,85.9,33.5,1044.5,LOW,25.0
Early Blight,1,23.7,40.4,37.2,553.2,LOW,22.0
Late Blight,1,23.7,40.4,37.2,553.2,LOW,20.0
Fusarium Wilt,2,23.7,40.4,37.2,553.2,LOW,25.0
Early Blight,0,15.5,96.7,36.2,883.0,LOW,25.0
Late Blight,0,15.5,96.7,36.2,883.0,MEDIUM,45.0
Fusarium Wilt,1,15.5,96.7,36.2,883.0,LOW,25.0
Early Blight,1,17.2,48.0,36.7,1077.2,LOW,22.0
Late Blight,1,17.2,48.0,36.7,1077.2,LOW,10.0
Fusarium Wilt,2,17.2,48.0,36.7,1077.2,LOW,25.0
Early Blight,0,34.4,67.4,53.3,1045.2,LOW,25.0
Late Blight,0,34.4,67.4,53.3,1045.2,LOW,10.0
Fusarium Wilt,1,34.4,67.4,53.3,1045.2,MEDIUM,40.0
Early Blight,1,27.7,50.2,81.6,927.5,LOW,35.0
Late Blight,1,27.7,50.2,81.6,927.5,LOW,20.0
Fusarium Wilt,1,27.7,50.2,81.6,927.5,LOW,25.0
Early Blight,1,16.2,34.7,85.9,747.1,LOW,22.0
Late Blight,2,16.2,34.7,85.9,747.1,LOW,10.0
Fusarium Wilt,1,16.2,34.7,85.9,747.1,LOW,25.0
Early Blight,1,21.1,70.2,54.9,973.5,LOW,35.0
Late Blight,1,21.1,70.2,54.9,973.5,LOW,25.0
Fusarium Wilt,0,21.1,70.2,54.9,973.5,LOW,25.0
Early Blight,1,29.5,31.1,27.5,879.0,LOW,22.0
Late Blight,0,29.5,31.1,27.5,879.0,LOW,10.0
Fusarium Wilt,0,29.5,31.1,27.5,879.0,LOW,25.0
Early Blight,0,15.1,65.6,31.9,974.1,LOW,25.0
Late Blight,1,15.1,65.6,31.9,974.1,LOW,25.0
Fusarium Wilt,2,15.1,65.6,31.9,974.1,LOW,25.0
Early Blight,1,30.3,43.1,52.2,478.7,LOW,22.0
Late Blight,0,30.3,43.1,52.2,478.7,LOW,10.0
Fusarium Wilt,2,30.3,43.1,52.2,478.7,MEDIUM,40.0
Early Blight,1,34.7,38.5,43.6,813.2,LOW,22.0
Late Blight,1,34.7,38.5,43.6,813.2,LOW,20.0
Fusarium Wilt,2,34.7,38.5,43.6,813.2,MEDIUM,40.0
Early Blight,0,17.9,42.5,61.3,232.0,LOW,12.0
Late Blight,2,17.9,42.5,61.3,232.0,LOW,10.0
Fusarium Wilt,0,17.9,42.5,61.3,232.0,LOW,25.0
Early Blight,0,31.8,76.5,20.6,339.9,MEDIUM,42.0
Late Blight,0,31.8,76.5,20.6,339.9,LOW,10.0
Fusarium Wilt,0,31.8,76.5,20.6,339.9,LOW,15.0
Early Blight,0,15.3,37.3,26.5,258.8,LOW,12.0
Late Blight,0,15.3,37.3,26.5,258.8,LOW,10.0
Fusarium Wilt,2,15.3,37.3,26.5,258.8,LOW,25.0
Early Blight,0,30.2,76.3,45.5,321.7,MEDIUM,42.0
Late Blight,2,30.2,76.3,45.5,321.7,LOW,10.0
Fusarium Wilt,0,30.2,76.3,45.5,321.7,MEDIUM,40.0
Early Blight,1,30.2,63.3,85.9,581.2,LOW,35.0
Late Blight,2,30.2,63.3,85.9,581.2,LOW,10.0
Fusarium Wilt,0,30.2,63.3,85.9,581.2,LOW,25.0
Early Blight,1,32.2,65.7,26.3,221.5,LOW,35.0
Late Blight,2,32.2,65.7,26.3,221.5,LOW,10.0
